image_name,class_id,class_name,User_1_alignment,User_1_artifact,User_2_alignment,User_2_artifact,User_3_alignment,User_3_artifact,alignment_mean,artifact_mean,alignment_zscore,artifact_zscore,alignment_additive,artifact_additive
000925.png,971,bubble,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000926.png,971,bubble,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000927.png,971,bubble,5.0,2.0,3.89,3.0,0.0,1.0,2.96,2.0,2.97,2.02,2.96,2.0
000928.png,971,bubble,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000929.png,971,bubble,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67,5.04,4.74,5.0,4.67
000930.png,972,cliff,5.0,5.0,4.0,4.0,5.0,4.0,4.67,4.33,4.72,4.39,4.67,4.33
000931.png,972,cliff,3.12,5.0,5.0,5.0,0.0,0.0,2.71,3.33,2.63,3.61,2.71,3.33
000932.png,972,cliff,5.0,5.0,1.67,5.0,5.0,4.0,3.89,4.67,3.96,4.74,3.89,4.67
000933.png,972,cliff,5.0,5.0,3.33,5.0,5.0,4.0,4.44,4.67,4.5,4.74,4.44,4.67
000934.png,972,cliff,5.0,3.0,1.67,3.0,5.0,3.0,3.89,3.0,3.96,2.97,3.89,3.0
000935.png,972,cliff,3.33,5.0,2.78,5.0,5.0,5.0,3.7,5.0,3.7,5.03,3.7,5.0
000936.png,972,cliff,5.0,5.0,3.89,5.0,4.38,4.0,4.42,4.67,4.47,4.74,4.42,4.67
000937.png,972,cliff,5.0,5.0,2.22,4.0,1.88,3.0,3.03,4.0,3.07,4.1,3.03,4.0
000938.png,972,cliff,5.0,4.0,3.33,4.0,3.12,1.0,3.82,3.0,3.86,3.15,3.82,3.0
000939.png,972,cliff,5.0,5.0,3.33,3.0,4.38,4.0,4.24,4.0,4.29,4.03,4.24,4.0
000940.png,981,ballplayer,3.57,1.0,0.62,2.0,0.56,2.0,1.58,1.67,1.58,1.56,1.58,1.67
000941.png,981,ballplayer,4.44,5.0,3.75,5.0,3.75,4.0,3.98,4.67,4.0,4.74,3.98,4.67
000942.png,981,ballplayer,4.29,5.0,4.17,5.0,4.17,4.0,4.21,4.67,4.23,4.74,4.21,4.67
000943.png,981,ballplayer,3.33,2.0,0.0,2.0,2.14,2.0,1.82,2.0,1.83,1.95,1.82,2.0
000944.png,981,ballplayer,5.0,4.0,5.0,5.0,3.75,4.0,4.58,4.33,4.61,4.36,4.58,4.33
000945.png,981,ballplayer,5.0,5.0,4.38,5.0,3.75,4.0,4.38,4.67,4.41,4.74,4.38,4.67
000946.png,981,ballplayer,4.38,3.0,0.0,2.0,0.56,1.0,1.65,2.0,1.68,2.05,1.65,2.0
000947.png,981,ballplayer,3.75,2.0,0.56,2.0,0.0,1.0,1.44,1.67,1.43,1.66,1.44,1.67
000948.png,981,ballplayer,5.0,3.0,0.56,3.0,1.88,1.0,2.48,2.33,2.54,2.4,2.48,2.33
000949.png,981,ballplayer,5.0,4.0,3.75,5.0,3.75,4.0,4.17,4.33,4.21,4.36,4.17,4.33
000950.png,982,groom,5.0,5.0,5.0,5.0,3.12,5.0,4.37,5.0,4.4,5.03,4.37,5.0
000951.png,982,groom,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,-0.14,2.02,0.0,2.0
000952.png,982,groom,5.0,5.0,5.0,5.0,4.38,4.0,4.79,4.67,4.83,4.74,4.79,4.67
000953.png,982,groom,5.0,2.0,1.11,3.0,2.5,2.0,2.87,2.33,2.93,2.3,2.87,2.33
000954.png,982,groom,5.0,3.0,1.11,3.0,1.67,1.0,2.59,2.33,2.64,2.4,2.59,2.33
000955.png,982,groom,5.0,5.0,4.17,4.0,3.75,4.0,4.31,4.33,4.34,4.39,4.31,4.33
000956.png,982,groom,4.29,2.0,2.5,3.0,3.33,3.0,3.37,2.67,3.4,2.59,3.37,2.67
000957.png,982,groom,2.5,2.0,1.25,3.0,1.88,1.0,1.88,2.0,1.84,2.02,1.88,2.0
000958.png,982,groom,1.11,5.0,2.86,5.0,2.5,4.0,2.16,4.67,2.05,4.74,2.16,4.67
000959.png,982,groom,5.0,5.0,5.0,5.0,4.38,5.0,4.79,5.0,4.83,5.03,4.79,5.0
000960.png,983,scuba diver,5.0,5.0,3.12,4.0,5.0,3.0,4.37,4.0,4.43,4.1,4.37,4.0
000961.png,983,scuba diver,5.0,5.0,5.0,5.0,4.29,5.0,4.76,5.0,4.8,5.03,4.76,5.0
000962.png,983,scuba diver,5.0,4.0,2.5,3.0,4.38,4.0,3.96,3.67,4.02,3.64,3.96,3.67
000963.png,983,scuba diver,4.29,5.0,4.29,5.0,3.12,5.0,3.9,5.0,3.9,5.03,3.9,5.0
000964.png,983,scuba diver,1.67,5.0,5.0,5.0,0.0,0.0,2.22,3.33,2.1,3.61,2.22,3.33
000965.png,983,scuba diver,5.0,4.0,4.0,3.0,4.29,4.0,4.43,3.67,4.47,3.64,4.43,3.67
000966.png,983,scuba diver,4.38,4.0,4.38,5.0,5.0,4.0,4.59,4.33,4.61,4.36,4.59,4.33
000967.png,983,scuba diver,5.0,5.0,3.89,5.0,5.0,4.0,4.63,4.67,4.68,4.74,4.63,4.67
000968.png,983,scuba diver,5.0,3.0,1.11,3.0,5.0,4.0,3.7,3.33,3.78,3.26,3.7,3.33
000969.png,983,scuba diver,5.0,1.0,0.0,2.0,0.0,0.0,1.67,1.0,1.71,0.99,1.67,1.0
000970.png,985,daisy,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000971.png,985,daisy,5.0,5.0,4.44,5.0,5.0,5.0,4.81,5.0,4.86,5.03,4.81,5.0
000972.png,985,daisy,3.33,5.0,3.89,5.0,2.86,4.0,3.36,4.67,3.33,4.74,3.36,4.67
000973.png,985,daisy,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000974.png,985,daisy,2.0,5.0,3.0,5.0,3.57,3.0,2.86,4.33,2.79,4.46,2.86,4.33
000975.png,985,daisy,0.0,5.0,3.0,5.0,0.0,3.0,1.0,4.33,0.83,4.46,1.0,4.33
000976.png,985,daisy,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000977.png,985,daisy,2.0,5.0,3.0,4.0,3.12,4.0,2.71,4.33,2.64,4.39,2.71,4.33
000978.png,985,daisy,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.67,5.04,4.67,5.0,4.67
000979.png,985,daisy,5.0,5.0,5.0,5.0,3.57,3.0,4.52,4.33,4.55,4.46,4.52,4.33
000980.png,991,coral fungus,5.0,5.0,3.89,4.0,5.0,5.0,4.63,4.67,4.68,4.67,4.63,4.67
000981.png,991,coral fungus,1.25,4.0,1.67,3.0,0.0,0.0,0.97,2.33,0.86,2.51,0.97,2.33
000982.png,991,coral fungus,5.0,5.0,2.22,3.0,4.44,4.0,3.89,4.0,3.95,4.03,3.89,4.0
000983.png,991,coral fungus,5.0,5.0,3.89,4.0,5.0,5.0,4.63,4.67,4.68,4.67,4.63,4.67
000984.png,991,coral fungus,4.44,5.0,5.0,5.0,5.0,5.0,4.81,5.0,4.83,5.03,4.81,5.0
000985.png,991,coral fungus,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000986.png,991,coral fungus,4.44,5.0,3.89,5.0,5.0,4.0,4.44,4.67,4.47,4.74,4.44,4.67
000987.png,991,coral fungus,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000988.png,991,coral fungus,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000989.png,991,coral fungus,5.0,5.0,4.44,5.0,5.0,5.0,4.81,5.0,4.86,5.03,4.81,5.0
000990.png,999,toilet tissue,1.67,4.0,0.0,2.0,0.0,0.0,0.56,2.0,0.48,2.15,0.56,2.0
000991.png,999,toilet tissue,5.0,5.0,0.0,3.0,0.0,1.0,1.67,3.0,1.71,3.18,1.67,3.0
000992.png,999,toilet tissue,5.0,4.0,2.22,3.0,0.0,0.0,2.41,2.33,2.43,2.51,2.41,2.33
000993.png,999,toilet tissue,2.78,5.0,5.0,5.0,1.11,1.0,2.96,3.67,2.89,3.89,2.96,3.67
000994.png,999,toilet tissue,5.0,5.0,3.33,5.0,4.44,5.0,4.26,5.0,4.31,5.03,4.26,5.0
000995.png,999,toilet tissue,1.67,4.0,0.0,5.0,0.0,0.0,0.56,3.0,0.48,3.22,0.56,3.0
000996.png,999,toilet tissue,2.5,5.0,5.0,5.0,4.44,5.0,3.98,5.0,3.92,5.03,3.98,5.0
000997.png,999,toilet tissue,5.0,5.0,3.33,4.0,5.0,5.0,4.44,4.67,4.5,4.67,4.44,4.67
000998.png,999,toilet tissue,5.0,5.0,5.0,5.0,4.44,4.0,4.81,4.67,4.85,4.74,4.81,4.67
000999.png,999,toilet tissue,5.0,4.0,3.57,5.0,3.89,3.0,4.15,4.0,4.2,4.07,4.15,4.0
